video,signer_id,cluster_index,distance,has_face
D0178.mp4,002,1,0.072155,True
D0185.mp4,002,1,0.041700,True
D0186.mp4,001,0,0.130666,True
D0191.mp4,002,1,0.021958,True
D0193.mp4,002,1,0.047897,True
D0194.mp4,002,1,0.041319,True
D0198.mp4,002,1,0.072493,True
D0199.mp4,002,1,0.026006,True
D0202.mp4,002,1,0.039856,True
D0209N.mp4,002,1,0.054730,True
D0212_c1.mp4,002,1,0.031531,True
D0212_c2.mp4,002,1,0.021218,True
D0218.mp4,002,1,0.052010,True
D0219.mp4,002,1,0.028149,True
D0220.mp4,002,1,0.021759,True
D0224.mp4,001,0,0.057595,True
D0226.mp4,002,1,0.063916,True
D0228.mp4,001,0,0.063517,True
D0232_c1.mp4,001,0,0.050148,True
D0232_c2.mp4,001,0,0.048672,True
D0232_c3.mp4,001,0,0.058649,True
D0234.mp4,001,0,0.060622,True
D0235.mp4,001,0,0.078847,True
D0236.mp4,001,0,0.084731,True
D0240.mp4,002,1,0.033794,True
D0251.mp4,002,1,0.035626,True
D0257.mp4,002,1,0.036830,True
D0259.mp4,002,1,0.036411,True
D0269.mp4,002,1,0.057342,True
D0270N.mp4,002,1,0.067377,True
D0272N.mp4,002,1,0.088446,True
D0273.mp4,002,1,0.033407,True
D0276.mp4,002,1,0.036799,True
D0277.mp4,002,1,0.034095,True
D0278.mp4,002,1,0.033779,True
D0279.mp4,002,1,0.021686,True
D0281.mp4,002,1,0.037327,True
D0292.mp4,002,1,0.022887,True
D0293.mp4,002,1,0.024003,True
D0294.mp4,002,1,0.024699,True
D0300.mp4,002,1,0.034986,True
D0302.mp4,002,1,0.021973,True
D0304.mp4,002,1,0.018546,True
D0313.mp4,002,1,0.020905,True
D0314.mp4,002,1,0.030747,True
D0315.mp4,002,1,0.026582,True
D0325.mp4,002,1,0.020861,True
D0329.mp4,002,1,0.017186,True
D0330.mp4,002,1,0.029920,True
D0332.mp4,002,1,0.037323,True
D0338.mp4,002,1,0.023747,True
D0342N.mp4,002,1,0.039044,True
D0343.mp4,002,1,0.029332,True
D0347N.mp4,002,1,0.056246,True
D0355.mp4,002,1,0.053638,True
D0356.mp4,002,1,0.038630,True
D0357.mp4,002,1,0.046949,True
D0358.mp4,002,1,0.056473,True
D0369.mp4,002,1,0.042359,True
D0379.mp4,002,1,0.045253,True
D0387.mp4,002,1,0.032206,True
D0388.mp4,002,1,0.031123,True
D0390.mp4,002,1,0.018133,True
D0395.mp4,002,1,0.023663,True
D0396N.mp4,002,1,0.024535,True
D0401.mp4,002,1,0.029495,True
D0404.mp4,002,1,0.035038,True
D0409.mp4,002,1,0.030912,True
D0411.mp4,002,1,0.035391,True
D0412.mp4,002,1,0.026872,True
D0413.mp4,002,1,0.029101,True
D0414.mp4,001,0,0.070314,True
D0428.mp4,002,1,0.050117,True
D0429N.mp4,002,1,0.035963,True
D0432N.mp4,002,1,0.029798,True
D0433.mp4,001,0,0.083627,True
D0434.mp4,001,0,0.058210,True
D0435.mp4,001,0,0.044511,True
D0438.mp4,002,1,0.033885,True
D0439.mp4,001,0,0.073030,True
D0440.mp4,001,0,0.049113,True
D0441.mp4,001,0,0.054213,True
D0442.mp4,001,0,0.055302,True
D0443.mp4,001,0,0.051848,True
D0444.mp4,001,0,0.055960,True
D0445.mp4,002,1,0.045808,True
D0446.mp4,002,1,0.029631,True
D0447.mp4,002,1,0.020442,True
D0448.mp4,002,1,0.025906,True
D0449.mp4,002,1,0.027952,True
D0455.mp4,002,1,0.025689,True
D0457.mp4,002,1,0.024032,True
D0459.mp4,002,1,0.031140,True
D0461.mp4,002,1,0.026600,True
D0464N.mp4,002,1,0.054964,True
D0467.mp4,002,1,0.031597,True
D0470N.mp4,002,1,0.029945,True
D0473.mp4,002,1,0.020459,True
D0481.mp4,002,1,0.019642,True
D0482.mp4,002,1,0.020155,True
D0485.mp4,002,1,0.041308,True
D0486.mp4,002,1,0.043564,True
D0488.mp4,002,1,0.027011,True
D0489.mp4,003,2,0.029248,True
D0490N.mp4,003,2,0.029854,True
D0491N.mp4,003,2,0.028201,True
D0492.mp4,003,2,0.027590,True
D0493.mp4,003,2,0.031264,True
D0494.mp4,003,2,0.032034,True
D0495.mp4,003,2,0.027782,True
D0496.mp4,003,2,0.026436,True
D0497N.mp4,003,2,0.029271,True
D0498N.mp4,003,2,0.028218,True
D0500N.mp4,003,2,0.027047,True
D0501.mp4,003,2,0.019871,True
D0502.mp4,003,2,0.025888,True
D0503.mp4,003,2,0.033954,True
D0504.mp4,003,2,0.021944,True
D0505.mp4,003,2,0.025533,True
D0506.mp4,003,2,0.034484,True
D0507N.mp4,003,2,0.022455,True
D0508N.mp4,003,2,0.026601,True
D0509N.mp4,003,2,0.022491,True
D0510.mp4,003,2,0.029465,True
D0511.mp4,003,2,0.028922,True
D0512.mp4,003,2,0.028468,True
D0513N.mp4,003,2,0.018984,True
D0514.mp4,003,2,0.055081,True
D0515N.mp4,003,2,0.050196,True
D0516.mp4,003,2,0.030072,True
D0517N.mp4,003,2,0.031450,True
D0518N.mp4,003,2,0.029022,True
D0519_c1.mp4,003,2,0.029427,True
D0519_c2.mp4,003,2,0.022715,True
D0521.mp4,003,2,0.021201,True
D0522.mp4,003,2,0.021754,True
D0523.mp4,003,2,0.021041,True
D0530.mp4,003,2,0.022064,True
D0531.mp4,003,2,0.019861,True
D0532.mp4,003,2,0.019687,True
D0533.mp4,003,2,0.021757,True
D0534.mp4,003,2,0.022835,True
D0535N.mp4,003,2,0.028020,True
D0536.mp4,003,2,0.024465,True
D0537.mp4,003,2,0.030074,True
D0538.mp4,003,2,0.024405,True
D0539.mp4,003,2,0.027407,True
D0540N_c1.mp4,003,2,0.031564,True
D0540N_c2.mp4,003,2,0.025529,True
D0541N_c1.mp4,003,2,0.031422,True
D0541N_c2.mp4,003,2,0.026012,True
D0542N_c1.mp4,003,2,0.044613,True
D0542N_c2.mp4,003,2,0.033173,True
D0543N_c1.mp4,003,2,0.029647,True
D0543N_c2.mp4,003,2,0.031029,True
D0544.mp4,003,2,0.027640,True
D0545.mp4,002,1,0.051541,True
D0546N.mp4,003,2,0.019247,True
D0547.mp4,003,2,0.026036,True
D0600.mp4,002,1,0.023952,True
W00000.mp4,001,0,0.043334,True
W00011.mp4,004,3,0.041337,True
W00012N.mp4,004,3,0.055613,True
W00013N.mp4,004,3,0.030968,True
W00014N.mp4,004,3,0.032325,True
W00015.mp4,001,0,0.046056,True
W00018N.mp4,004,3,0.034255,True
W00019N.mp4,004,3,0.026997,True
W00020.mp4,001,0,0.037161,True
W00028.mp4,001,0,0.031340,True
W00029.mp4,001,0,0.052935,True
W00030.mp4,001,0,0.035425,True
W00032N.mp4,004,3,0.038166,True
W00033.mp4,001,0,0.024808,True
W00034.mp4,001,0,0.041371,True
W00035N.mp4,005,4,0.036915,True
W00039.mp4,001,0,0.061022,True
W00040.mp4,001,0,0.047102,True
W00042.mp4,001,0,0.041779,True
W00043.mp4,004,3,0.045685,True
W00044.mp4,001,0,0.032373,True
W00052.mp4,001,0,0.028216,True
W00065.mp4,001,0,0.042766,True
W00067.mp4,001,0,0.031307,True
W00079.mp4,001,0,0.026435,True
W00083.mp4,001,0,0.028447,True
W00091.mp4,001,0,0.028287,True
W00092.mp4,004,3,0.047473,True
W00093.mp4,001,0,0.022437,True
W00094.mp4,001,0,0.025073,True
W00095.mp4,001,0,0.024378,True
W00096.mp4,001,0,0.028138,True
W00097.mp4,001,0,0.032416,True
W00098_c1.mp4,004,3,0.089647,True
W00098_c2.mp4,004,3,0.083209,True
W00099N.mp4,004,3,0.059997,True
W00105.mp4,001,0,0.051488,True
W00107N.mp4,004,3,0.050513,True
W00110N.mp4,005,4,0.073925,True
W00111N.mp4,004,3,0.025206,True
W00112N.mp4,004,3,0.036342,True
W00113.mp4,004,3,0.066111,True
W00118.mp4,001,0,0.030331,True
W00125.mp4,004,3,0.073592,True
W00142.mp4,004,3,0.059555,True
W00144_c1.mp4,004,3,0.057845,True
W00144_c2.mp4,004,3,0.086055,True
W00150.mp4,001,0,0.041948,True
W00159N.mp4,004,3,0.029555,True
W00160N.mp4,004,3,0.045341,True
W00179.mp4,001,0,0.023996,True
W00196N.mp4,003,2,0.076101,True
W00202_c1.mp4,001,0,0.024570,True
W00202_c2.mp4,001,0,0.016650,True
W00210.mp4,001,0,0.023436,True
W00212.mp4,001,0,0.116509,True
W00213.mp4,001,0,0.033874,True
W00232.mp4,005,4,0.064671,True
W00243.mp4,005,4,0.058432,True
W00245.mp4,005,4,0.062630,True
W00254.mp4,005,4,0.061156,True
W00255N.mp4,004,3,0.059820,True
W00260.mp4,005,4,0.039693,True
W00261.mp4,005,4,0.040198,True
W00273.mp4,002,1,0.044840,True
W00288.mp4,005,4,0.057675,True
W00289.mp4,005,4,0.033963,True
W00290.mp4,005,4,0.035000,True
W00298.mp4,005,4,0.051800,True
W00301.mp4,005,4,0.043516,True
W00312.mp4,005,4,0.032334,True
W00313.mp4,001,0,0.040097,True
W00320.mp4,005,4,0.026777,True
W00325.mp4,005,4,0.051317,True
W00326N.mp4,005,4,0.057779,True
W00327.mp4,005,4,0.038542,True
W00329.mp4,005,4,0.044483,True
W00332.mp4,005,4,0.034242,True
W00334.mp4,005,4,0.029427,True
W00336N.mp4,004,3,0.029722,True
W00344.mp4,005,4,0.040466,True
W00350.mp4,005,4,0.043122,True
W00351.mp4,005,4,0.052837,True
W00352.mp4,004,3,0.074438,True
W00357N.mp4,004,3,0.060088,True
W00362.mp4,001,0,0.032190,True
W00364.mp4,002,1,0.089600,True
W00372.mp4,001,0,0.060141,True
W00380.mp4,001,0,0.025196,True
W00381_c1.mp4,001,0,0.032800,True
W00381_c2.mp4,001,0,0.037313,True
W00382.mp4,001,0,0.035811,True
W00383N.mp4,004,3,0.030271,True
W00384.mp4,001,0,0.034629,True
W00389.mp4,001,0,0.024683,True
W00398N.mp4,004,3,0.026393,True
W00400.mp4,001,0,0.031469,True
W00410.mp4,001,0,0.030046,True
W004152.mp4,002,1,0.048195,True
W004153.mp4,002,1,0.065290,True
W00428.mp4,005,4,0.035564,True
W00429.mp4,002,1,0.066726,True
W00436.mp4,002,1,0.069942,True
W00437.mp4,002,1,0.042133,True
W00438.mp4,005,4,0.038499,True
W00446.mp4,005,4,0.098563,True
W00447.mp4,005,4,0.035302,True
W00448.mp4,005,4,0.034817,True
W00449.mp4,001,0,0.037321,True
W00450_c1.mp4,005,4,0.040553,True
W00450_c2.mp4,005,4,0.031686,True
W00451.mp4,001,0,0.031572,True
W00452.mp4,001,0,0.093100,True
W00454.mp4,001,0,0.061443,True
W00455.mp4,004,3,0.063701,True
W00456N.mp4,004,3,0.029060,True
W00459N.mp4,005,4,0.085016,True
W00460.mp4,004,3,0.054996,True
W00462.mp4,004,3,0.073597,True
W00464.mp4,004,3,0.054611,True
W00465.mp4,004,3,0.055586,True
W00469N.mp4,004,3,0.031945,True
W00470N.mp4,004,3,0.035526,True
W00471.mp4,004,3,0.058485,True
W00474N.mp4,005,4,0.088268,True
W00476.mp4,004,3,0.140598,True
W00477.mp4,004,3,0.054347,True
W00478.mp4,004,3,0.061923,True
W00480.mp4,004,3,0.061046,True
W00481.mp4,004,3,0.054640,True
W00482.mp4,004,3,0.050850,True
W00484N.mp4,004,3,0.045571,True
W00486.mp4,004,3,0.057052,True
W00495N.mp4,004,3,0.060458,True
W00496N.mp4,004,3,0.035218,True
W00497N.mp4,004,3,0.047327,True
W00498N.mp4,004,3,0.075243,True
W00502.mp4,001,0,0.024958,True
W00507.mp4,004,3,0.124543,True
W00520.mp4,004,3,0.090272,True
W00523.mp4,001,0,0.033084,True
W00525.mp4,004,3,0.060079,True
W00554.mp4,001,0,0.034958,True
W00569.mp4,001,0,0.032354,True
W00570N.mp4,004,3,0.068872,True
W00571N.mp4,002,1,0.049183,True
W00572.mp4,001,0,0.033155,True
W00582.mp4,001,0,0.048899,True
W00601.mp4,004,3,0.062567,True
W00602.mp4,001,0,0.030489,True
W00603.mp4,001,0,0.055847,True
W00604.mp4,001,0,0.065852,True
W00605.mp4,001,0,0.050328,True
W00606.mp4,001,0,0.070192,True
W00608.mp4,001,0,0.066799,True
W00609.mp4,001,0,0.031707,True
W00610.mp4,001,0,0.053225,True
W00611.mp4,001,0,0.048040,True
W00612.mp4,005,4,0.053293,True
W00614.mp4,001,0,0.032298,True
W00623.mp4,001,0,0.077387,True
W00624.mp4,001,0,0.078136,True
W00625.mp4,001,0,0.066430,True
W00640.mp4,001,0,0.045424,True
W00648.mp4,001,0,0.059279,True
W00671.mp4,005,4,0.050648,True
W00673.mp4,005,4,0.033105,True
W00684.mp4,005,4,0.060107,True
W00693.mp4,004,3,0.037369,True
W00733.mp4,005,4,0.034390,True
W00734N.mp4,004,3,0.051033,True
W00735N.mp4,004,3,0.064691,True
W00736.mp4,005,4,0.032062,True
W00737N.mp4,004,3,0.032911,True
W00738.mp4,004,3,0.061923,True
W00739N.mp4,004,3,0.064405,True
W00740.mp4,004,3,0.049527,True
W00741.mp4,004,3,0.060465,True
W00742N.mp4,004,3,0.040855,True
W00743.mp4,004,3,0.053983,True
W00745.mp4,004,3,0.057390,True
W00746.mp4,004,3,0.042594,True
W00747N.mp4,004,3,0.052998,True
W00748.mp4,004,3,0.049423,True
W00749.mp4,004,3,0.045727,True
W00750.mp4,004,3,0.036404,True
W00751.mp4,004,3,0.026204,True
W00752.mp4,004,3,0.048892,True
W00753.mp4,004,3,0.062867,True
W00754.mp4,004,3,0.056642,True
W00755.mp4,004,3,0.034282,True
W00756.mp4,004,3,0.055292,True
W00757.mp4,004,3,0.026496,True
W00758N.mp4,004,3,0.037876,True
W00759.mp4,004,3,0.044208,True
W00760.mp4,004,3,0.065145,True
W00761.mp4,004,3,0.043135,True
W00762.mp4,004,3,0.038265,True
W00763.mp4,004,3,0.045845,True
W00764.mp4,004,3,0.048176,True
W00766.mp4,004,3,0.038697,True
W00767_c1.mp4,004,3,0.044603,True
W00767_c2.mp4,004,3,0.039890,True
W00768N.mp4,004,3,0.040866,True
W00770N.mp4,004,3,0.052503,True
W00771.mp4,004,3,0.058294,True
W00772N.mp4,004,3,0.049926,True
W00773N.mp4,004,3,0.048048,True
W00774.mp4,004,3,0.060074,True
W00775.mp4,004,3,0.054436,True
W00776.mp4,004,3,0.058630,True
W00777N.mp4,004,3,0.033934,True
W00778N.mp4,004,3,0.028940,True
W00779.mp4,004,3,0.065483,True
W00780N.mp4,004,3,0.036367,True
W00781N.mp4,004,3,0.034201,True
W00782.mp4,004,3,0.046975,True
W00783.mp4,004,3,0.064277,True
W00784.mp4,004,3,0.072039,True
W00785.mp4,004,3,0.052041,True
W00786.mp4,004,3,0.048825,True
W00787N.mp4,004,3,0.028936,True
W00788.mp4,004,3,0.057937,True
W00789.mp4,004,3,0.047814,True
W00790.mp4,004,3,0.049140,True
W00791.mp4,004,3,0.077000,True
W00792_c1.mp4,004,3,0.060589,True
W00792_c2.mp4,004,3,0.047483,True
W00793.mp4,004,3,0.055366,True
W00794N.mp4,004,3,0.044463,True
W00795.mp4,004,3,0.048324,True
W00796.mp4,004,3,0.140489,True
W00797N.mp4,004,3,0.029346,True
W00798.mp4,004,3,0.066350,True
W00799.mp4,004,3,0.052556,True
W00800.mp4,004,3,0.052814,True
W00801.mp4,004,3,0.057310,True
W00802.mp4,004,3,0.078944,True
W00803N.mp4,004,3,0.039375,True
W00809.mp4,004,3,0.050868,True
W00811.mp4,004,3,0.078519,True
W00812N.mp4,004,3,0.037239,True
W00814.mp4,004,3,0.066854,True
W00815.mp4,004,3,0.071306,True
W00816.mp4,004,3,0.042739,True
W00818.mp4,004,3,0.059755,True
W00819.mp4,004,3,0.223259,True
W00822.mp4,004,3,0.041649,True
W00823.mp4,004,3,0.044006,True
W00824.mp4,004,3,0.087479,True
W00825N.mp4,004,3,0.026966,True
W00826.mp4,004,3,0.038879,True
W00830.mp4,004,3,0.080691,True
W00834.mp4,004,3,0.038557,True
W00835.mp4,004,3,0.045437,True
W00857N.mp4,004,3,0.034116,True
W00858.mp4,001,0,0.044308,True
W00859.mp4,001,0,0.044907,True
W00865.mp4,001,0,0.041779,True
W00867.mp4,001,0,0.038187,True
W00876.mp4,001,0,0.041144,True
W00878.mp4,001,0,0.033199,True
W00887.mp4,001,0,0.061337,True
W00889.mp4,001,0,0.036958,True
W00890.mp4,001,0,0.042029,True
W00892.mp4,001,0,0.035367,True
W00894.mp4,001,0,0.043719,True
W00899.mp4,001,0,0.029166,True
W00901.mp4,001,0,0.051888,True
W00902.mp4,001,0,0.045773,True
W00903.mp4,001,0,0.040744,True
W00904.mp4,001,0,0.042243,True
W00905.mp4,001,0,0.035104,True
W00906.mp4,001,0,0.066880,True
W00907.mp4,001,0,0.042902,True
W00908.mp4,001,0,0.044606,True
W00909.mp4,004,3,0.042702,True
W00910.mp4,001,0,0.026920,True
W00926.mp4,001,0,0.052804,True
W00941.mp4,004,3,0.057756,True
W00942.mp4,004,3,0.046928,True
W00944.mp4,001,0,0.064796,True
W00975.mp4,001,0,0.061861,True
W00993.mp4,005,4,0.044700,True
W00994.mp4,005,4,0.036120,True
W01014.mp4,003,2,0.064382,True
W01022N.mp4,004,3,0.029014,True
W01024.mp4,005,4,0.039332,True
W01025.mp4,005,4,0.036042,True
W01056.mp4,005,4,0.043649,True
W01058.mp4,005,4,0.035110,True
W01062.mp4,005,4,0.042406,True
W01064.mp4,005,4,0.048466,True
W01094.mp4,005,4,0.056224,True
W01112.mp4,005,4,0.046278,True
W01135.mp4,005,4,0.043606,True
W01137.mp4,003,2,0.071113,True
W01138.mp4,005,4,0.040564,True
W01140.mp4,005,4,0.046554,True
W01141.mp4,005,4,0.033584,True
W01142.mp4,005,4,0.046436,True
W01144.mp4,004,3,0.026969,True
W01145.mp4,004,3,0.058361,True
W01170.mp4,004,3,0.067099,True
W01172.mp4,001,0,0.063869,True
W01190.mp4,004,3,0.062561,True
W01191.mp4,004,3,0.069728,True
W01194.mp4,004,3,0.048701,True
W01203.mp4,004,3,0.057003,True
W01211.mp4,002,1,0.068204,True
W01211N.mp4,002,1,0.048692,True
W01225.mp4,004,3,0.074822,True
W01239.mp4,004,3,0.047629,True
W01249.mp4,004,3,0.050772,True
W01250.mp4,004,3,0.053032,True
W01251.mp4,004,3,0.055669,True
W01255.mp4,004,3,0.051093,True
W01268.mp4,003,2,0.082870,True
W01273.mp4,004,3,0.037003,True
W01274.mp4,004,3,0.046248,True
W01288.mp4,001,0,0.031836,True
W01293.mp4,005,4,0.033474,True
W01315.mp4,005,4,0.036460,True
W01316.mp4,005,4,0.039096,True
W01317.mp4,005,4,0.029124,True
W01326.mp4,005,4,0.030063,True
W01329.mp4,005,4,0.033044,True
W01330.mp4,005,4,0.034813,True
W01331.mp4,005,4,0.034011,True
W01335.mp4,005,4,0.042395,True
W01336.mp4,005,4,0.024138,True
W01343.mp4,005,4,0.026576,True
W01345.mp4,005,4,0.031006,True
W01349.mp4,005,4,0.030534,True
W01350.mp4,005,4,0.033296,True
W01351N.mp4,004,3,0.044468,True
W01352N.mp4,004,3,0.039789,True
W01353.mp4,005,4,0.032641,True
W01364N.mp4,004,3,0.039213,True
W01365N.mp4,004,3,0.170409,True
W01366.mp4,005,4,0.031752,True
W01367.mp4,004,3,0.062216,True
W01368.mp4,005,4,0.027800,True
W01376.mp4,005,4,0.052084,True
W01384N.mp4,004,3,0.044760,True
W01385.mp4,005,4,0.029769,True
W01387.mp4,005,4,0.037436,True
W01388.mp4,005,4,0.034354,True
W01391.mp4,003,2,0.060197,True
W01393.mp4,001,0,0.043149,True
W01394.mp4,005,4,0.039476,True
W01396.mp4,005,4,0.037783,True
W01399.mp4,001,0,0.021684,True
W01400.mp4,001,0,0.026020,True
W01420.mp4,001,0,0.031294,True
W01462.mp4,003,2,0.062736,True
W01466.mp4,001,0,0.038527,True
W01468.mp4,001,0,0.061472,True
W01471N.mp4,004,3,0.038548,True
W01478.mp4,001,0,0.042593,True
W01487.mp4,001,0,0.030997,True
W01489.mp4,001,0,0.027767,True
W01491.mp4,001,0,0.037451,True
W01503.mp4,001,0,0.025120,True
W01514.mp4,001,0,0.031194,True
W01515.mp4,001,0,0.050725,True
W01524.mp4,001,0,0.032194,True
W01527.mp4,001,0,0.025863,True
W01536.mp4,001,0,0.025795,True
W01567.mp4,001,0,0.038019,True
W01573.mp4,001,0,0.020920,True
W01595.mp4,004,3,0.032432,True
W01601.mp4,004,3,0.047701,True
W01605.mp4,004,3,0.044119,True
W01619N.mp4,004,3,0.052399,True
W01620.mp4,004,3,0.035310,True
W01621.mp4,004,3,0.031194,True
W01622.mp4,004,3,0.039717,True
W01629N.mp4,004,3,0.043745,True
W01656.mp4,004,3,0.057511,True
W01658.mp4,004,3,0.032527,True
W01659.mp4,004,3,0.040589,True
W01665.mp4,004,3,0.030891,True
W01666.mp4,004,3,0.044562,True
W01668.mp4,004,3,0.042640,True
W01669.mp4,004,3,0.044348,True
W01670.mp4,004,3,0.054963,True
W01671.mp4,004,3,0.037400,True
W01686.mp4,004,3,0.038096,True
W01703.mp4,004,3,0.029823,True
W01716.mp4,004,3,0.041483,True
W01717.mp4,004,3,0.055197,True
W01721N.mp4,004,3,0.045877,True
W01730.mp4,005,4,0.059011,True
W01733.mp4,005,4,0.029305,True
W01750.mp4,005,4,0.031555,True
W01754N.mp4,004,3,0.050253,True
W01774.mp4,005,4,0.069953,True
W01777.mp4,005,4,0.032347,True
W01788.mp4,005,4,0.034812,True
W01794.mp4,005,4,0.029313,True
W01804.mp4,005,4,0.036688,True
W01806.mp4,005,4,0.044964,True
W01813.mp4,005,4,0.031799,True
W01814.mp4,003,2,0.074368,True
W01816.mp4,005,4,0.081589,True
W01820.mp4,005,4,0.039701,True
W01821.mp4,004,3,0.055519,True
W01909.mp4,001,0,0.031612,True
W01912N.mp4,004,3,0.040605,True
W01920N.mp4,005,4,0.055261,True
W01924.mp4,004,3,0.043825,True
W01924N.mp4,004,3,0.064100,True
W01926.mp4,002,1,0.050060,True
W01928.mp4,005,4,0.038290,True
W01945N.mp4,004,3,0.040501,True
W01950.mp4,001,0,0.030003,True
W01951.mp4,001,0,0.025842,True
W01955.mp4,001,0,0.056444,True
W01986.mp4,002,1,0.077239,True
W01989.mp4,001,0,0.019136,True
W02005.mp4,002,1,0.062475,True
W02008.mp4,001,0,0.053169,True
W02037.mp4,001,0,0.021395,True
W02040.mp4,001,0,0.021085,True
W02041.mp4,001,0,0.029317,True
W02042.mp4,001,0,0.026652,True
W02048.mp4,001,0,0.027950,True
W02052.mp4,001,0,0.045548,True
W02055.mp4,001,0,0.035720,True
W02057.mp4,001,0,0.036064,True
W02060.mp4,001,0,0.029195,True
W02076.mp4,001,0,0.030823,True
W02079N.mp4,004,3,0.061788,True
W02096.mp4,003,2,0.030059,True
W02110.mp4,001,0,0.035009,True
W02118.mp4,004,3,0.031914,True
W02119.mp4,004,3,0.064623,True
W02142N.mp4,004,3,0.038545,True
W02143N.mp4,004,3,0.037045,True
W02144.mp4,004,3,0.057913,True
W02155.mp4,003,2,0.047140,True
W02160.mp4,001,0,0.037475,True
W02166.mp4,004,3,0.039158,True
W02171.mp4,004,3,0.043357,True
W02172.mp4,005,4,0.050155,True
W02173.mp4,004,3,0.041728,True
W02175.mp4,005,4,0.044809,True
W02178N.mp4,005,4,0.065361,True
W02180.mp4,004,3,0.044940,True
W02182.mp4,004,3,0.070452,True
W02195.mp4,004,3,0.055032,True
W02200N.mp4,004,3,0.048449,True
W02211.mp4,004,3,0.057543,True
W02212.mp4,004,3,0.049351,True
W02218.mp4,004,3,0.054154,True
W02219.mp4,003,2,0.044875,True
W02222.mp4,003,2,0.036466,True
W02223.mp4,004,3,0.035743,True
W02225.mp4,004,3,0.042573,True
W02230.mp4,004,3,0.037996,True
W02236.mp4,004,3,0.032168,True
W02238.mp4,004,3,0.038712,True
W02239N.mp4,004,3,0.052138,True
W02240N.mp4,004,3,0.042561,True
W02241.mp4,004,3,0.034613,True
W02242.mp4,004,3,0.046323,True
W02243.mp4,004,3,0.042056,True
W02243N.mp4,004,3,0.040649,True
W02244N.mp4,004,3,0.059898,True
W02245.mp4,004,3,0.030140,True
W02246.mp4,004,3,0.049713,True
W02247.mp4,004,3,0.048184,True
W02248.mp4,004,3,0.031933,True
W02249.mp4,004,3,0.034350,True
W02250.mp4,004,3,0.040647,True
W02251.mp4,004,3,0.036068,True
W02254.mp4,004,3,0.053591,True
W02255.mp4,004,3,0.036975,True
W02257.mp4,004,3,0.041357,True
W02259.mp4,004,3,0.022066,True
W02262.mp4,004,3,0.040495,True
W02266.mp4,004,3,0.037798,True
W02267.mp4,004,3,0.038492,True
W02275.mp4,004,3,0.058431,True
W02280.mp4,001,0,0.029148,True
W02282.mp4,001,0,0.037975,True
W02284.mp4,001,0,0.024885,True
W02311.mp4,001,0,0.048778,True
W02322.mp4,001,0,0.031129,True
W02324.mp4,001,0,0.035682,True
W02328N.mp4,004,3,0.037139,True
